INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,PARENT1_Yes,MSTATUS_z_No,SEX_z_F,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,EDUCATION_z_High School,JOB_Doctor,JOB_Home Maker,JOB_Lawyer,JOB_Manager,JOB_Professional,JOB_Student,JOB_z_Blue Collar,CAR_USE_Private,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_Sports Car,CAR_TYPE_Van,CAR_TYPE_z_SUV,RED_CAR_yes,REVOKED_Yes,URBANICITY_z_Highly Rural/ Rural
2469,0,0.0,0,48.0,0,15.0,36098.0,0.0,24,9910.0,1,8258.0,2,0,6.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
2470,0,0.0,0,47.0,0,12.0,65417.0,0.0,22,17880.0,11,0.0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2471,0,0.0,0,46.0,0,14.0,104466.0,299208.0,19,24840.0,10,0.0,0,0,16.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2473,0,0.0,0,44.0,0,0.0,22288.0,155196.0,14,8130.0,7,0.0,0,2,14.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2474,0,0.0,0,31.0,2,10.0,47623.0,0.0,27,4600.0,6,35375.0,3,0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2475,0,0.0,0,52.0,0,14.0,25835.0,127524.0,53,11340.0,6,0.0,0,1,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2477,1,3840.0,0,35.0,0,10.0,71379.0,0.0,34,22010.0,10,31039.0,2,3,9.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
2478,1,2527.0,0,49.0,0,13.0,37414.0,185993.0,32,10260.0,3,7105.0,2,9,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2479,0,0.0,0,53.0,0,14.0,161395.0,412344.0,40,22940.0,4,0.0,0,2,11.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2480,1,19970.205102,0,31.0,1,9.0,83316.0,239711.0,12,37720.0,6,0.0,0,5,1.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2481,0,0.0,0,50.0,0,13.0,21262.0,152605.0,22,1930.0,1,0.0,0,3,8.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2483,0,0.0,0,51.0,0,13.0,81948.0,308197.0,5,7850.0,6,2219.0,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2484,0,0.0,0,53.0,0,16.0,139307.0,338975.0,5,21910.0,6,0.0,0,0,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
2485,0,0.0,0,54.0,0,13.0,74398.0,233136.0,49,14340.0,3,0.0,0,1,1.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2486,0,0.0,0,47.0,0,7.0,108139.0,0.0,46,17440.0,11,3924.0,1,2,12.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2488,0,0.0,0,48.0,0,11.0,45916.0,194824.0,27,9160.0,4,3424.0,1,5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2489,0,0.0,0,38.0,0,,,305294.0,48,16810.0,1,0.0,0,1,14.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2490,0,0.0,0,30.0,1,0.0,0.0,0.0,37,4500.0,1,4749.0,3,7,6.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2491,0,0.0,0,45.0,0,11.0,191870.0,546868.0,28,5900.0,6,0.0,0,1,14.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2492,1,1499.1775175999999,0,37.0,0,13.0,,143167.0,36,7550.0,6,0.0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2493,0,0.0,1,43.0,1,3.0,154611.0,0.0,53,31830.0,10,0.0,0,0,19.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
2494,0,0.0,0,43.0,0,11.0,43032.0,,44,12490.0,7,0.0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2495,1,3291.0,0,51.0,0,7.0,26114.0,0.0,36,9780.0,6,1867.0,2,0,8.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2496,0,0.0,0,56.0,0,12.0,38389.0,173079.0,21,1500.0,6,0.0,0,0,13.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2497,0,0.0,0,28.0,3,13.0,98485.0,284911.0,71,22490.0,1,0.0,0,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
2499,1,4236.0,0,42.0,3,16.0,35586.0,125317.0,29,5060.0,10,24208.0,1,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2500,1,8107.425985600001,0,27.0,3,11.0,14461.0,108046.0,30,9990.0,1,0.0,0,2,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2502,0,0.0,0,43.0,0,7.0,,0.0,37,16650.0,1,0.0,0,0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2503,0,0.0,0,47.0,0,10.0,45669.0,165229.0,34,9840.0,8,0.0,0,0,9.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
2505,0,0.0,0,33.0,5,10.0,,262750.0,33,18870.0,13,40521.0,2,5,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2506,0,0.0,0,48.0,0,8.0,37095.0,,43,7090.0,6,28456.0,3,4,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2507,0,0.0,0,59.0,0,13.0,137935.0,380971.0,26,21190.0,10,0.0,0,1,10.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2508,0,0.0,0,55.0,0,16.0,64603.0,217162.0,20,13460.0,10,5916.0,3,2,7.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2509,1,6111.0,0,44.0,3,15.0,,155178.0,39,15270.0,10,0.0,0,0,16.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2510,0,0.0,1,39.0,2,,159727.0,352003.0,31,21370.0,6,7931.0,2,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2512,0,0.0,2,45.0,2,14.0,71033.0,219527.0,36,14330.0,17,0.0,0,5,6.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2513,0,0.0,0,35.0,0,7.0,17562.0,0.0,6,14320.0,10,0.0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2514,1,5342.0,1,60.0,1,7.0,102339.0,0.0,9,27420.0,10,0.0,0,8,11.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2515,1,5488.0,0,46.0,0,13.0,26412.0,140131.0,43,10060.0,1,8636.0,3,5,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2516,0,0.0,0,57.0,0,12.0,47248.0,,32,27690.0,4,4179.0,2,4,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2517,0,0.0,0,49.0,0,0.0,,0.0,26,13640.0,3,0.0,0,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2519,0,0.0,0,53.0,0,12.0,74061.0,272686.0,70,13430.0,9,0.0,0,0,11.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2520,1,5027.0,0,37.0,2,14.0,83419.0,297024.0,33,9840.0,10,3771.0,3,3,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2522,0,0.0,0,47.0,0,10.0,129926.0,0.0,62,15650.0,4,6527.0,3,1,9.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2523,0,0.0,0,40.0,0,14.0,96462.0,262391.0,20,15150.0,4,0.0,0,0,12.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2524,0,0.0,0,45.0,0,10.0,63457.0,209490.0,33,28770.0,1,4845.0,2,5,8.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2525,0,0.0,0,58.0,0,7.0,65923.0,238115.0,30,29800.0,1,3886.0,2,2,8.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2526,0,0.0,0,48.0,0,14.0,29295.0,147113.0,28,9230.0,4,0.0,0,6,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2527,0,0.0,0,46.0,0,,60213.0,216721.0,29,22630.0,1,0.0,0,2,7.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2528,0,0.0,0,32.0,0,9.0,36763.0,175960.0,12,6550.0,7,7475.0,1,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
2529,0,0.0,0,54.0,0,12.0,93400.0,317614.0,26,16240.0,6,9866.0,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2531,0,0.0,0,48.0,0,12.0,,140348.0,34,11020.0,1,8727.0,1,5,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2532,0,0.0,0,39.0,0,9.0,103073.0,257576.0,29,28750.0,1,0.0,0,0,1.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2533,1,3673.6568634000005,0,42.0,1,12.0,80130.0,231747.0,6,5700.0,4,34020.0,1,9,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2534,0,0.0,0,53.0,0,7.0,10232.0,129979.0,33,24470.0,16,5458.0,2,3,18.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2535,0,0.0,0,39.0,0,11.0,67011.0,0.0,39,25740.0,1,10535.0,1,4,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2536,0,0.0,0,44.0,0,0.0,0.0,83523.0,72,20230.0,1,0.0,0,0,8.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2537,0,0.0,0,56.0,2,,99186.0,336691.0,35,16820.0,3,0.0,0,1,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2538,0,0.0,0,49.0,0,11.0,165193.0,0.0,29,27170.0,1,0.0,0,0,17.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2539,0,0.0,0,43.0,2,12.0,10859.0,117283.0,45,19150.0,6,0.0,0,3,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2540,1,3180.0,0,46.0,0,11.0,98572.0,0.0,27,17020.0,1,4538.0,2,7,10.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2541,1,3439.0,1,37.0,2,13.0,80183.0,0.0,22,15500.0,4,8385.0,1,7,12.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2542,0,0.0,0,33.0,3,11.0,27939.0,0.0,18,4290.0,10,0.0,0,0,6.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2544,1,5430.0,0,22.0,0,0.0,0.0,0.0,22,3700.0,3,0.0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2546,0,0.0,0,55.0,0,7.0,24785.0,160333.0,63,9480.0,1,3587.0,3,0,9.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2547,1,3736.0,0,60.0,0,0.0,0.0,108148.0,30,7500.0,4,8739.0,1,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2548,0,0.0,1,36.0,2,14.0,20926.0,122046.0,23,9000.0,6,37689.0,1,7,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2549,0,0.0,0,60.0,0,12.0,89504.0,239965.0,50,10450.0,6,893.0,2,5,19.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2550,0,0.0,0,53.0,0,13.0,34455.0,0.0,62,28170.0,11,0.0,0,1,15.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2551,0,0.0,1,45.0,2,7.0,26681.0,166588.0,10,14560.0,1,0.0,0,3,13.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2552,0,0.0,1,43.0,1,7.0,57170.0,198402.0,41,26320.0,9,25804.0,2,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2553,0,0.0,0,43.0,0,7.0,89955.0,309466.0,43,26740.0,1,0.0,0,0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2554,1,3140.0,0,49.0,0,10.0,43676.0,,22,10770.0,4,9230.0,1,3,7.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2555,1,4482.0,0,36.0,2,10.0,27370.0,0.0,25,13670.0,4,4318.0,1,3,7.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2556,0,0.0,0,50.0,0,14.0,63166.0,201839.0,26,12990.0,4,0.0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2557,1,4278.0,0,64.0,0,14.0,45110.0,178514.0,22,14860.0,1,0.0,0,0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2558,0,0.0,0,56.0,2,10.0,47562.0,169576.0,16,21880.0,1,9894.0,1,2,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2559,1,5576.0,3,41.0,3,10.0,43488.0,0.0,48,9950.0,11,0.0,0,4,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2560,0,0.0,0,42.0,0,10.0,14356.0,112218.0,25,11310.0,4,0.0,0,4,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2562,0,0.0,0,60.0,0,0.0,0.0,146261.0,45,23800.0,3,6223.0,1,5,12.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2563,0,0.0,0,45.0,0,8.0,62991.0,234990.0,30,12300.0,6,3078.0,1,1,7.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2564,0,0.0,1,53.0,1,11.0,63593.0,0.0,39,23410.0,13,0.0,0,0,10.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2565,0,0.0,0,51.0,0,13.0,81987.0,258282.0,36,14800.0,9,0.0,0,0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2567,0,0.0,0,53.0,0,13.0,50516.0,218287.0,5,11850.0,1,0.0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2568,0,0.0,0,55.0,0,14.0,74441.0,226180.0,18,16050.0,1,0.0,0,0,1.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2569,0,0.0,0,52.0,0,8.0,130393.0,363470.0,34,22360.0,1,0.0,0,1,11.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2570,0,0.0,0,45.0,3,,191579.0,449329.0,8,6200.0,1,0.0,0,3,13.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2571,0,0.0,0,41.0,0,14.0,99403.0,247297.0,36,16520.0,1,0.0,0,1,1.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2573,0,0.0,0,36.0,0,12.0,107845.0,322073.0,27,15880.0,4,0.0,0,0,15.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2574,1,5692.0,0,32.0,1,11.0,6622.0,0.0,22,1500.0,6,0.0,0,0,7.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2575,0,0.0,0,65.0,2,10.0,29603.0,159862.0,26,10960.0,9,5088.0,3,3,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2576,0,0.0,0,43.0,0,13.0,43900.0,184254.0,11,19760.0,1,6024.0,1,5,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2579,0,0.0,0,41.0,0,8.0,169599.0,0.0,31,27680.0,4,3196.0,3,6,20.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2583,0,0.0,0,35.0,0,,76219.0,262755.0,13,9120.0,1,0.0,0,2,7.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2585,0,0.0,0,43.0,2,14.0,75423.0,0.0,28,36290.0,13,9568.0,3,2,11.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2586,0,0.0,0,41.0,2,9.0,139860.0,321852.0,33,33210.0,10,6449.0,1,3,11.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2587,0,0.0,0,56.0,0,13.0,104468.0,313603.0,49,27950.0,1,0.0,0,3,11.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2588,0,0.0,0,37.0,0,12.0,112814.0,361722.0,52,25630.0,4,0.0,0,2,17.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2589,0,0.0,0,40.0,1,14.0,84157.0,269578.0,49,38320.0,4,3442.0,1,2,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2591,0,0.0,2,45.0,3,15.0,23000.0,167879.0,19,10680.0,6,0.0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2592,0,0.0,0,57.0,0,15.0,171913.0,468103.0,67,37960.0,10,36540.0,3,4,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2593,1,6316.0,0,64.0,0,,40188.0,203994.0,65,7900.0,1,10942.0,2,0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2594,0,0.0,0,36.0,2,14.0,118551.0,378545.0,28,21450.0,11,3502.0,4,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2595,1,3124.0,0,50.0,0,14.0,27783.0,0.0,41,6500.0,1,8506.0,1,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2596,0,0.0,0,38.0,0,14.0,17724.0,147657.0,31,12270.0,10,0.0,0,0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2597,0,0.0,0,28.0,1,9.0,20852.0,123109.0,5,20960.0,1,20581.0,1,3,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2599,0,0.0,0,57.0,0,14.0,60599.0,214459.0,50,16550.0,4,19751.0,2,0,12.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
2600,0,0.0,0,58.0,0,15.0,102092.0,270868.0,16,17510.0,6,0.0,0,4,13.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2601,0,0.0,0,49.0,0,13.0,147455.0,394201.0,53,23230.0,6,0.0,0,0,22.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2603,1,1187.0,1,41.0,1,10.0,96166.0,241382.0,29,15220.0,1,0.0,0,1,8.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
2604,0,0.0,0,49.0,0,15.0,7077.0,0.0,35,9700.0,17,0.0,0,0,11.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2606,1,294.68102254,0,56.0,0,9.0,47847.0,178445.0,49,11880.0,1,0.0,0,4,12.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2607,1,1283.0,0,45.0,1,10.0,102765.0,0.0,43,19680.0,6,0.0,0,0,17.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2608,1,4550.0,0,31.0,1,11.0,38453.0,163602.0,9,17360.0,6,8153.0,1,8,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2609,0,0.0,0,46.0,0,8.0,196756.0,502867.0,12,25780.0,1,1815.0,2,3,13.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2610,0,0.0,0,57.0,0,13.0,81022.0,259579.0,35,31280.0,1,0.0,0,1,9.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2611,1,3149.0,0,53.0,0,0.0,,0.0,48,41470.0,11,1797.0,3,4,13.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2612,0,0.0,0,55.0,0,13.0,44967.0,205531.0,30,6000.0,1,0.0,0,0,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2613,0,0.0,3,39.0,3,,30728.0,174194.0,6,27250.0,6,1400.0,2,1,11.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2614,0,0.0,0,44.0,0,13.0,169602.0,0.0,37,28650.0,10,4069.0,1,7,16.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2615,0,0.0,0,48.0,0,14.0,100709.0,0.0,12,16370.0,1,0.0,0,1,1.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
2617,0,0.0,0,27.0,4,10.0,38951.0,184377.0,18,9780.0,6,0.0,0,2,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2620,1,4849.2296835,0,48.0,0,11.0,66817.0,218953.0,31,14690.0,1,0.0,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2621,1,7084.0,0,42.0,0,11.0,50009.0,0.0,64,17000.0,1,0.0,0,3,14.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2622,0,0.0,0,55.0,0,12.0,37537.0,158064.0,30,10750.0,6,2595.0,2,1,11.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2623,0,0.0,0,30.0,1,7.0,,0.0,5,13180.0,3,0.0,0,0,6.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2625,1,1131.3474363,0,52.0,0,12.0,37388.0,0.0,26,7310.0,4,19685.0,3,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
2626,0,0.0,2,41.0,2,10.0,62840.0,220786.0,52,35960.0,13,0.0,0,3,12.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2627,0,0.0,0,42.0,1,13.0,122085.0,351792.0,33,18450.0,6,0.0,0,0,15.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2628,0,0.0,0,32.0,4,16.0,25749.0,128717.0,33,4700.0,7,8864.0,1,2,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2629,0,0.0,0,27.0,2,15.0,53458.0,211386.0,26,21600.0,10,47389.0,2,6,7.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
2630,1,4361.0,0,45.0,0,10.0,61696.0,207862.0,43,18090.0,4,0.0,0,1,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
2631,1,596.0,0,38.0,0,9.0,70851.0,205840.0,48,20330.0,6,0.0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2633,0,0.0,0,34.0,1,10.0,54853.0,0.0,44,18480.0,4,31830.0,2,2,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
2634,0,0.0,0,46.0,0,9.0,95662.0,254898.0,21,25490.0,1,4796.0,3,5,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2635,0,0.0,1,39.0,1,13.0,55220.0,127926.0,66,10920.0,1,0.0,0,2,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2636,0,0.0,2,39.0,2,14.0,75946.0,229313.0,19,20090.0,1,4017.0,2,6,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2637,0,0.0,0,36.0,2,0.0,0.0,66630.0,32,5100.0,4,0.0,0,3,9.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2638,0,0.0,0,51.0,0,10.0,59486.0,,13,15990.0,6,20084.0,2,4,11.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
